mass,PreHW1.csv,PreHW2.csv,PreHW3.csv,PreHWGt13.csv,PreHWGt14.csv,PreHWGt15.csv
447.0932842,8600456,10099474,5788497,4370070,4444914,4333862
461.1089342,7606135,9349238,5000912,4391407,4329558,4145151
515.1558842,3590452,3976290,1888712,4395758,3755779,2740310
443.1194988,7705862,8625160,6936844,4404764,3322112,4270598
379.0670696,15277462,16539400,12565081,4405196,4923942,6392667
404.1827082,3880922,3514841,2213967,4418083,4626543,4716037
563.1770134,2993889,4553364,1640887,4487118,3188925,2872978
401.087805,8801771,9578422,6328026,4492152,4566593,4865027
423.0932842,13691658,14966568,9677036,4493147,4923115,5664257
479.1194988,7309059,8356076,4212436,4507627,4624252,4181246
391.0670696,15137998,16891453,10006371,4508789,4797664,5857975
497.1664488,4627715,5708885,2868365,4526490,4257224,4196749
427.1245842,9316940,9021181,5769146,4548660,4688697,5023116
349.0928904,8757590,8547120,6309021,4566665,4906016,5660362
429.119105,5851599,7657162,4055815,4571273,4733770,4439352
345.1707466,4621367,4100609,3111543,4590958,5228323,4839833
441.1402342,6967750,8187010,4499951,4595175,3988239,4707967
467.1194988,7438023,8984614,4564518,4604061,3757598,4434161
323.1500112,3587553,3062403,2761155,4647785,4599888,4898503
481.1351488,7327537,9265459,4061987,4650326,4819086,4165086
471.1871842,4070056,4074553,2305566,4680405,3825588,4304394
455.1711404,3414231,3795280,2464331,4704278,4193111,3734525
385.1292758,5663164,6339361,3721566,4709522,4636151,4719505
385.1364864,4238783,4131620,3013984,4715669,4716025,4856724
409.0987634,3889662,4916330,3374520,4716954,5959462,5226574
359.1863966,4906967,3944873,2641086,4737305,5103102,4682092
375.072155,12894168,12908890,9256290,4739517,5474480,5554579
387.1085404,9447477,10398106,6545275,4749130,6345821,6578704
411.0932842,14592657,16207152,11002370,4753091,4548612,5765361
457.150405,4542543,5344505,3547063,4755614,4950935,4756453
435.0932842,11614202,13995478,8039583,4758860,5076801,4581366
345.1343612,6022188,5113333,3376238,4773218,4557592,5579149
325.1292758,4407166,4113476,3183843,4781306,4502537,4973679
473.1453196,5226158,6164565,3168821,4791297,4806800,4284078
441.2282612,3283390,3539069,1977317,4817385,3986191,4175481
355.103455,10045900,8612776,7078818,4856578,4907071,5709653
369.0827196,13711073,12710020,9520547,4857967,4609079,5939343
373.2020466,4102420,3290272,2893566,4882138,4580882,4933323
547.1820988,3046941,4698026,2261055,4883758,3705067,3937946
373.0928904,8690923,9410167,6616794,4900527,5477867,5829281
459.1296696,6179801,7547056,4047672,4927803,5084140,4622309
353.087805,10993380,11018434,7930164,4942872,4809080,5735526
519.1507988,4123796,5784868,3079685,4948339,3542145,3741971
533.1664488,3639375,5401357,1982240,4989070,3688403,3249450
485.2028342,3575711,4277723,1850336,4993105,4166352,4203454
381.0827196,16179298,17592782,12532931,5013191,5947601,7047724
493.1351488,5464210,7789422,3921308,5022318,4468589,4689819
443.134755,5681413,6095879,3989770,5036572,4334336,3935749
431.0983696,8505666,10903175,5645894,5060818,4855631,4755671
465.124978,3817199,4541489,2494024,5079971,4089202,3603592
392.1827082,5350915,5844855,3388519,5113302,5837331,4905968
361.2020466,4501217,3621035,3390804,5122093,5466335,5347452
357.119105,8742081,6581914,5515809,5123581,5476112,5993041
503.1558842,4155772,5806520,2405858,5126725,4470061,4228164
371.1500112,5541378,5062553,3526742,5127082,5210923,5730228
445.1140196,7543877,9333644,5161003,5135957,5327606,4768145
363.072155,13266360,14321530,9649602,5155599,5557135,5877592
399.1813112,5002369,4857394,3350974,5196195,5742778,5731983
455.1558842,5778648,6719825,4438092,5217301,4251478,4834301
359.1136258,7467963,7267725,5983398,5230845,5326307,6223184
339.1085404,6791432,6641310,4889813,5240394,4952066,5267018
413.1969612,3917568,4151770,2951717,5297113,5074123,4858229
475.1245842,6432448,8530045,3858012,5339455,4916604,4694884
399.1449258,5666938,5799466,3809720,5373338,5396659,5597831
457.1715342,4739150,4720888,2980789,5392544,4093848,4051940
385.1656612,5131720,5298989,3416424,5396639,6032898,6107037
427.1762258,4639305,5033724,2945973,5397558,4878137,5003658
559.1820988,3120275,4517642,1646311,5415780,3954906,3514256
525.1977488,3610389,4582941,2222064,5421271,3996230,3457419
405.0827196,15427667,16783972,10725541,5430999,5680383,6854277
388.1877936,3226498,3909353,2534039,5437628,5270945,5404512
489.1402342,5355543,6992537,3406004,5441361,4770069,4418981
425.1089342,12251831,13729565,8886365,5449680,4682522,6033872
507.1507988,5472669,6698661,3366059,5467466,4837196,4185567
431.1558842,5168445,4656773,3006016,5517524,3769167,3802324
361.1140196,5165759,4615305,3702583,5527562,5082303,5717081
535.1820988,4075391,6056761,2898128,5543262,4656152,4386027
413.1605758,4858622,5310936,3401765,5546964,5381320,4569459
487.1609696,4856794,5868087,1816135,5576140,5117935,4671663
539.2133988,3235270,4333436,1767955,5590742,4343939,4387913
457.2595612,3445832,3165941,2204079,5623974,5480347,4319204
347.1863966,5206733,4080289,3330188,5651457,5536170,6475833
495.1507988,5767373,7543776,3801621,5654532,5575835,5378198
549.1977488,3403050,4672419,1754553,5654952,5483764,4698653
347.1136258,7191221,5975176,4357752,5658601,5755282,6119456
393.0827196,17313523,18964589,12486960,5689069,5922564,7081188
401.1241904,8340978,8955837,6054623,5708673,6477384,6906890
347.0983696,8045232,6054019,4921972,5711844,6142349,6082587
521.1664488,4509734,5797245,2788876,5748387,4659496,4079952
531.1871842,3335442,4832987,2164581,5749685,4937603,4154713
471.166055,3570344,4649017,3063326,5790418,4344754,4401673
517.1715342,4207853,4976839,2193391,5794875,4735948,3670209
455.2075258,3359957,4172110,2617416,5795865,5594968,4998140
483.1871842,4817766,5411204,3184510,5858003,5476782,4883149
485.181705,4518815,5166554,1924831,5860429,5351117,4303804
335.1500112,5852363,4614705,3592606,5863960,5950391,6226421
523.1820988,3973030,5521873,2489861,5900228,4974015,4975992
427.2126112,3792455,3826427,2338226,5902392,5130042,4689289
365.087805,15104203,15022723,10428517,5908017,6626935,7282287
511.1820988,3317129,4518796,2456914,5917751,4512070,4520770
383.0983696,15500057,16397440,10977050,5927347,6670188,6899944
501.1766196,3748189,5093698,2256757,5959869,5089299,5016423
469.2231758,3047087,3747881,1994264,6019513,5678823,4750712
419.0983696,12708705,14214901,8509888,6030904,6257237,6359580
403.103455,11358011,12835111,7892954,6063424,6714295,7433567
441.1918758,4085185,3974271,2437097,6065640,5533455,5002875
483.2388258,2989928,4228486,1666432,6154972,5405110,4461267
337.1292758,7285470,6172766,4337967,6220837,6352339,7219221
437.1089342,11949893,13348204,7846845,6223233,5528370,6029179
389.087805,14682769,15502330,9715070,6328812,7241387,7544947
453.1402342,8968563,10457525,6163703,6341534,5667623,5789741
431.2439112,4378935,4034177,2368055,6360279,6163279,5714128
443.2439112,3743482,4557825,2188542,6360607,6146816,5483006
537.1977488,3524262,4954974,2548854,6360608,4898899,4786336
449.1089342,11227853,14166680,7851644,6417121,6681336,6653124
377.087805,15817413,15789119,11401194,6419665,7456632,7956613
415.1398404,7486273,7743061,5069347,6424763,7309670,6289866
469.1715342,6091440,7301161,3740184,6531506,4812514,5247348
551.2133988,3188792,4500372,2553135,6558232,5186807,4443548
477.1402342,7472861,9486512,5096082,6559378,6170232,6238252
463.1245842,7874345,10063948,5665408,6573758,5726426,5575735
401.1453196,9387510,9895873,6393570,6606726,6352460,7318542
445.2595612,3216439,3480451,2541082,6652506,5448437,4734345
385.1140196,12443063,12158748,8632666,6665357,5615090,6530956
359.1500112,7305161,6263195,4703410,6671627,6997489,7032158
439.1245842,10725000,12127482,6294231,6697396,5585697,5720829
497.2028342,4039940,5342295,3015311,6714785,5802446,5453202
499.197355,2948404,4322508,2085124,6723378,5696244,4918913
371.0983696,12906990,10955653,8796229,6734741,4990744,6232992
417.119105,9909089,11251380,7449089,6744454,6873578,7033346
351.1085404,10064922,9090552,6961891,6888781,6392522,7490965
509.1664488,4721050,5855002,2867460,6950597,6009935,5398169
405.2282612,5411942,5415546,3714226,6958835,6626582,7103128
433.1140196,11047075,13602356,7902581,6969619,6585163,6506602
397.1140196,15192778,15656036,10138716,6975361,7730926,8370381
511.2184842,3725704,4421518,1975124,6985789,6192458,5324613
407.0983696,17549633,20044669,11835717,6989901,7558694,8562560
545.2028342,3012363,4659114,2032317,6998186,5872861,4197136
337.1656612,6393576,5235816,4520246,7008303,7725533,7815199
399.1296696,12559479,11638311,8138165,7035286,7166127,8168068
347.1500112,6676161,6113429,4543106,7055349,7514526,7828524
515.1922696,4963635,7053411,2766793,7062260,6342406,4793432
491.1558842,6441046,7885570,4300072,7151842,5659203,6225570
395.0983696,18989299,18772602,11832026,7181640,7187721,7841517
371.134755,9896444,8549267,6805585,7314340,6598437,9291694
429.2282612,4288968,4543175,2877692,7315597,6216522,6132019
461.1453196,7497590,9615477,5509839,7316978,6931544,7232512
505.1715342,5239187,7331376,3110987,7322574,6435396,5547290
495.1871842,5326030,6798306,3423767,7326731,6941857,6604954
373.1292758,10089721,10882693,7863014,7339709,8073720,8112815
563.2133988,3470046,4684435,1817012,7359439,5092541,4172432
447.1296696,8758149,10756879,5732173,7365271,6875890,6339876
431.134755,8653119,10106502,6120002,7366867,6779727,7160022
413.1453196,9396989,9438679,6852133,7390162,6180039,7258482
513.213005,3798374,4239355,2291093,7399840,6886961,5257177
415.2126112,5363523,5500505,3714595,7441603,7385452,7135693
529.2079196,3611081,5335715,1894815,7471824,5789480,5782906
465.1402342,8496879,10420273,5940808,7505829,7218547,6580361
375.1085404,12222437,12368232,8920429,7528907,7754941,9123232
339.1449258,7554322,6862505,5139165,7552596,7224332,8575572
519.1871842,4742290,6236454,3027461,7599481,6418564,5308692
525.2341342,3450643,4136479,1830895,7606491,6007368,5480843
361.0928904,12319414,13100161,8571696,7658498,8517815,9416785
509.2028342,5357978,5990172,2633990,7669452,7373908,6475420
451.1245842,11729435,14924323,7955890,7670585,6726409,6909040
429.1554904,6461901,7026377,4255491,7676043,6392650,7061815
427.1609696,8262218,10917628,6098871,7766070,7717689,7590283
411.1296696,13732499,13995316,9460227,7774920,7714824,8757492
349.1292758,9374051,8420157,6517927,7811734,7835692,8328918
467.1558842,8408775,9756710,5584422,7848097,6958625,6719731
469.2079196,5361327,6672425,3265560,7864759,7546598,6466935
367.103455,16784350,16330123,10771210,7886167,8065374,8864136
443.1711404,5371137,6750213,3952902,7916061,6990592,6458883
459.166055,6416343,7702703,4037429,8011070,7068653,7156709
373.1656612,7982342,7554707,5157618,8017612,9085445,8553149
341.1241904,8359763,6556926,5370011,8030352,7611981,8881312
543.2235696,2912246,4545442,1671477,8032283,5893319,5013376
353.1241904,10510065,9826511,8051007,8093733,8152452,9385076
475.1609696,6473408,7792766,4346460,8097093,7123328,6349671
523.2184842,4215716,6156754,2839045,8101833,6812097,6201721
489.1766196,5808153,7869083,3422390,8228696,7901467,7329194
401.1969612,7077375,6551499,4249322,8240018,8366678,8393751
481.1715342,6704946,8313140,4109092,8249693,7500947,7401954
445.150405,7314498,8881034,5399591,8260183,7111414,7028111
457.1867904,5177421,6576376,3343284,8311969,7320473,6513636
417.2282612,5762914,5108408,3816958,8336785,8468976,6961668
479.1558842,7720707,9058542,4532949,8349681,7682945,7004418
493.1715342,5952659,8231792,3677599,8370805,6611826,6496159
503.1770134,5546365,8928697,1953252,8393289,9468208,3851334
455.1922696,6443222,7426383,3515465,8397848,7781207,7672829
533.2028342,4603980,5719822,2265887,8410258,6933460,5777705
387.1813112,8063052,7530929,4686735,8442723,8807539,9827879
409.1140196,16984576,18160748,11942329,8466845,8400680,9203791
507.1871842,6220189,6712999,3555501,8533329,7373649,6516194
387.1449258,9343040,9501094,6499205,8555351,8569960,8715803
425.1453196,11635381,11740957,7467099,8667090,7545627,8362447
379.103455,17898915,18759445,13679204,8673242,9202226,10562408
349.1656612,8098159,7050058,5734577,8682146,9144376,9703139
359.0983696,7702453,5912967,4898977,8720631,4686302,6504778
471.2024404,4993704,6130745,2532894,8743640,8095670,7292428
537.2341342,4174498,5849951,1918580,8787492,7351379,5528735
521.2028342,4951076,6764927,3568140,8877736,7272747,6611281
561.2341342,3827632,4995794,2363979,8958880,7165132,5274380
551.2497842,3256371,4837268,2075436,9013785,7761143,6122906
369.119105,12871408,12497041,9295279,9027710,8807492,9792669
361.1292758,11481796,11048079,7803708,9049104,9363653,10799199
423.1296696,14412553,15761192,10010858,9160541,8950508,9464320
355.1398404,9593305,8141750,7294894,9222928,8292428,9863011
503.1922696,5388669,7730618,3449828,9243212,7938354,7347272
457.2231758,5184587,5552374,3264433,9258148,8692634,6999012
415.1762258,7689026,9039447,5591587,9262271,9611625,8376780
499.2701258,3500342,4379856,2209032,9297728,8058623,6691466
563.2861696,2918102,4183696,1694127,9302993,7748796,5913228
351.1813112,8156212,6501906,5619449,9327974,9579235,9757103
401.1605758,8902136,9404356,6250213,9407369,9589327,10120209
391.2126112,7691511,6988391,4315014,9414819,9152777,9976544
385.150405,11224515,10303272,7145828,9423002,8915454,10245016
403.2126112,7679820,6631737,4281318,9518424,9210826,8883569
487.197355,5652443,7588408,4003913,9530835,8642549,7740595
449.1453196,9980618,11627157,6864504,9552611,8921848,8674498
485.2544758,4626337,5867998,2338787,9557083,8568536,6798277
563.2497842,3700442,5606033,1958322,9618384,7109820,6029966
473.181705,5994158,7970902,3724854,9647111,8259732,7345841
405.119105,15775832,15989354,10549416,9674462,8824069,9477770
435.1296696,13295607,14519764,8359067,9683277,8747841,8574964
535.2184842,4628347,6849338,2718927,9698657,7216153,6459626
523.2548696,3558305,5462483,2554885,9715662,7662020,6646137
485.2180904,4849568,5739996,3059681,9776212,8677074,7195584
381.119105,15736943,15348186,11361486,9816789,9604318,11150904
389.1241904,13443740,13396997,8988039,9829880,10131126,10791038
495.2235696,5219535,6366180,3005977,9835538,8651942,7874719
443.2075258,5933310,6818819,4084994,9863710,8999680,8037888
421.1140196,15911747,17833755,11188578,9971413,8970923,9155098
471.2388258,4837032,5232698,2936863,9982685,8581050,6876687
475.2701258,4572866,4814976,2704479,10026327,8120717,7128946
467.1922696,6861510,8554534,4867621,10053798,8932901,8916213
351.1449258,11140135,9948677,7475950,10079578,11125463,11753890
389.1969612,8516273,8258586,5415321,10100240,11292363,11190419
543.259955,3423217,4277154,2054451,10115102,7804103,6483838
453.1766196,8620400,9654707,5452020,10122144,8856360,8991788
383.134755,13738789,13083788,9635620,10149313,10143607,12077300
429.1918758,6432202,6816456,4086528,10166412,8850250,8251701
419.134755,12559201,14024438,8540607,10176059,10099286,9630236
547.2184842,3815961,5639082,2661949,10180912,7576812,6432408
513.2493904,3278182,5249021,2436502,10207654,8142389,6655963
509.2392196,4551066,5957406,3335431,10227411,8332376,7483039
481.2079196,6393650,7207222,3017510,10269027,8631448,8620519
399.166055,12156030,10696239,7597499,10447263,9767095,11465356
559.2548696,3790987,4807432,2098914,10517351,8400089,6341516
391.103455,19381464,20819528,13907820,10541184,10100970,12382913
365.1241904,14764249,14123665,9527409,10588736,11591300,11882110
439.1609696,10823301,11832568,6861523,10592693,9052960,9694970
549.2341342,3906854,5874595,2379191,10615210,8469748,7237147
461.2544758,5379953,6199411,3414218,10667517,10943583,9139203
499.2337404,4857141,6016206,2779398,10680121,10073849,7938693
477.1766196,7988958,9230513,4525715,10698392,8995453,8466480
517.2079196,5398764,7143624,3794415,10701888,9545680,7364803
463.1609696,8855336,10940491,6171263,10712770,9286876,9466936
361.1656612,10220243,9440413,7235400,10779679,11075794,11524205
465.1766196,8529646,10049585,5473863,10915753,9725302,9753739
451.1609696,10017304,11637281,7339439,11012922,10390281,9837679
375.1813112,9965569,9146755,7323013,11078120,11269335,11978172
417.1554904,11436897,12648117,7901696,11091338,11299308,11092483
377.1969612,8985325,8127591,6255629,11128059,11874206,11452589
403.1398404,14161729,13893933,9555934,11154760,11439037,11050341
479.1922696,7405316,9531631,4610774,11202552,9577350,9408774
363.1085404,15762886,14407560,10108366,11204382,11023261,13198182
545.2392196,3764998,5723050,2699451,11245741,8948957,7663374
473.2544758,5198511,6395991,2943543,11256850,9928860,8226488
529.2806904,3796418,5141157,2342301,11260633,9421611,6766970
447.2388258,6043514,6506249,3621697,11270811,9964274,10202399
507.259955,5087645,6256299,3137200,11355487,10783579,8951273
453.213005,7586157,8167857,4266224,11400098,10691369,10148907
529.244305,4549062,6318756,2778526,11420372,9655081,7625082
561.2705196,3431340,5094096,1513545,11656097,8770763,6560522
487.2701258,4980702,6144572,2776141,11695585,10104831,8033468
433.150405,11258016,12072498,7806321,11763988,10619723,10526824
377.1241904,15686355,14425164,11700214,11783391,12318596,13551762
505.2079196,6730131,7824946,3844173,11822037,10218056,9166110
515.3014258,4013360,4755561,2163660,11827974,10307346,7524446
491.1922696,6891607,9155332,4454698,11831529,9648713,9019047
491.2650404,5555289,6619912,3312942,11854071,10252884,8541872
447.166055,10005377,11399949,6434633,11868824,10984178,11279650
353.1605758,12089086,10703069,8347978,11972658,12502417,12899457
431.1711404,9421116,10638980,6147647,11981013,11723599,10856660
375.1449258,13004787,11526517,9135481,12034521,12201162,12264878
549.2705196,4199714,5561251,2205108,12052909,8948980,7630361
445.1867904,8027198,9419656,5016610,12061272,11330294,10937741
531.2235696,5159182,6914780,2930020,12198841,9773957,7797081
445.2231758,7134267,7492485,4170782,12300889,10455798,10005899
501.213005,5311837,7238980,3159927,12316868,10149913,8584043
459.2388258,6137811,7864492,3811121,12330308,10662897,9284581
493.244305,5431446,6964084,3291043,12335748,10023805,9330600
439.197355,8887937,9651446,6363855,12399030,10857248,10864376
501.2857758,4586847,5422408,2672508,12452051,10154019,7746419
493.2079196,6224020,8512370,4479393,12491389,10656632,8984484
389.1605758,14023335,12909584,8125840,12504580,14579392,14190728
461.181705,8376180,10336372,5831373,12543478,11537498,10595329
545.275605,4316930,5551018,2478265,12675247,10267869,8029964
521.2392196,5240866,6822273,3235340,12693165,10350894,8339794
437.1453196,14366529,16538986,9245625,12714370,11590450,12169081
507.2235696,6070685,7175849,3626159,12772696,10046294,9022950
531.2963404,4544775,5769950,2223969,12821442,11357064,8149335
417.1918758,10216290,9993911,6238719,12823949,12945902,12507651
463.2337404,7223077,8245322,4743805,12850890,12266722,10861627
535.2548696,5264248,6773563,2793677,12903781,10615834,9162985
433.2231758,8018074,8154671,4712810,12923158,11342667,10782820
397.150405,15426259,15103084,9641059,12951435,12920566,13373654
369.1554904,14696190,13527200,9498043,13023372,13882449,14734508
519.2235696,5672080,7893287,3423750,13049214,10696839,8825110
459.2024404,7276501,8902830,5281587,13063489,11348975,10644453
477.2493904,5832415,7434419,3715733,13094564,11436679,9982007
395.134755,17547516,17887875,11225825,13139282,13210898,14937846
367.1398404,16047084,14212505,9978646,13159781,13388140,14295446
473.2180904,6336174,7991382,4465206,13184012,11886744,10524341
547.291255,4098576,4911018,2390072,13306165,9962732,8552084
437.2180904,8458043,8838502,4982705,13308292,11787057,11413364
479.228655,7018245,7475440,4159192,13320190,11301771,10172682
393.119105,19681021,20054134,12998968,13323000,13867790,14216430
489.213005,6203418,9020061,3812536,13420383,11720992,10642862
363.1813112,11662818,10272676,7218662,13510459,13978551,14791554
497.1148072,3923202,6427730,2924170,13524367,15879617,12018055
419.2075258,10277728,10843896,6471100,13545025,13797978,12788252
411.166055,14486165,14023991,9495044,13613773,12621835,13764855
431.2075258,8857913,9211523,5230139,13656278,12528463,12187858
515.228655,5485874,6989925,3864010,13667066,11945738,8788058
363.1449258,13802964,11978646,9162202,13733676,14136234,15295348
475.197355,8400577,9705598,5132893,13794635,12226948,10305387
515.2650404,5029169,6535271,3393995,13826816,11904782,9484380
407.2075258,10862924,10886027,7217485,13865056,13620789,13957005
465.213005,8476397,9762865,4901446,14018478,12275065,11846796
407.134755,18504005,19037058,12587336,14075987,14325291,14845828
423.2024404,11002630,10809128,7313637,14217057,13452014,13609471
533.2392196,5928008,8354575,3299614,14292118,11328469,9062696
547.2548696,5199380,6482858,2721339,14326067,10755308,8824470
391.1398404,18644195,17702482,11335540,14342284,15485173,16583372
451.197355,9277972,10658335,6561195,14394172,13163273,13177965
421.150405,14576450,16211740,9902432,14409432,13757100,13384218
463.197355,9072422,10664011,5890686,14415558,13462751,12870713
487.2337404,6698973,8665658,3496011,14419418,12855290,10210488
403.1762258,12814150,12978483,8222690,14447952,15115204,15275371
533.275605,5061700,7115536,2566428,14660762,12049367,9238823
435.166055,12859380,14204370,7761047,14799182,13355841,14256114
503.228655,6703485,8801724,4015078,14819923,13050167,10773580
449.2180904,9069251,10324625,5506673,14869222,14719736,12825791
501.2493904,5964126,8258886,3799929,14950604,13750302,10804079
491.228655,7708760,9462534,4246828,15218928,12663374,11435691
409.150405,18622979,20774000,13038011,15219106,15513389,17000531
423.166055,13449991,14126888,8745191,15224671,14531309,14592511
517.2806904,5414121,6721740,3185136,15244364,12666838,9855174
437.181705,11964222,12840296,7498677,15356291,13515569,13580150
475.2337404,7663297,9441407,4391518,15465809,14033289,11896686
531.259955,5465355,7619293,3073379,15545278,12516230,9924952
441.1766196,10634691,12080256,6902251,15557096,14269199,12238460
461.2180904,8456051,9904243,5756619,15562234,13327453,13128706
405.1554904,15566941,16329327,10199212,15574757,15754506,15832719
379.1398404,17403312,16768802,12843632,15579111,17144383,17398645
367.1762258,15797243,11826599,8827682,15639924,15264121,17013156
489.2493904,6639643,8006303,3856570,15652711,12949798,11423155
365.1605758,16541927,13621919,10121341,15737422,16574098,16750220
449.181705,11031239,11940499,6977140,15790820,13105912,12432577
383.1711404,15549233,13397144,9834287,15801806,16248707,17731841
477.213005,9234142,10530994,6097556,15867550,13730434,13719604
505.244305,6875539,8762932,4168783,15991772,13206093,11124001
409.1867904,14207494,14720116,16499132,16038312,16299825,27109462
415.1609696,13581121,11722327,11946531,16047293,13625704,22976971
