Mass,C,H,O,N,S,P,Na
521.2392,27,38,10,0,0,0,0
475.1093,19,24,14,0,0,0,0
525.2342,26,38,11,0,0,0,0
563.2134,28,36,12,0,0,0,0
527.2134,25,36,12,0,0,0,0
487.073,19,20,15,0,0,0,0
479.0831,21,20,13,0,0,0,0
503.1923,26,32,10,0,0,0,0
677.2146,25,42,21,0,0,0,0
513.125,22,26,14,0,0,0,0
387.1085,20,20,8,0,0,0,0
437.1664,18,30,12,0,0,0,0
483.2236,24,36,10,0,0,0,0
501.1613,22,30,13,0,0,0,0
401.2181,20,34,8,0,0,0,0
347.15,19,24,6,0,0,0,0
411.0205,16,12,13,0,0,0,0
533.2393,28,38,10,0,0,0,0
331.0671,13,16,10,0,0,0,0
537.1615,25,30,13,0,0,0,0
485.0573,19,18,15,0,0,0,0
413.2181,21,34,8,0,0,0,0
383.2075,20,32,7,0,0,0,0
345.0464,13,14,11,0,0,0,0
363.1661,16,28,9,0,0,0,0
349.0565,16,14,9,0,0,0,0
433.0776,20,18,11,0,0,0,0
449.2181,24,34,8,0,0,0,0
489.213,26,34,9,0,0,0,0
344.1827,15,27,6,3,0,0,0
437.2181,23,34,8,0,0,0,0
549.1978,27,34,12,0,0,0,0
395.2075,21,32,7,0,0,0,0
337.0565,15,14,9,0,0,0,0
335.1136,17,20,7,0,0,0,0
565.2291,28,38,12,0,0,0,0
479.2287,25,36,9,0,0,0,0
553.1927,26,34,13,0,0,0,0
475.1457,20,28,13,0,0,0,0
535.1821,26,32,12,0,0,0,0
349.1657,19,26,6,0,0,0,0
495.1719,20,32,14,0,0,0,0
337.114,13,22,10,0,0,0,0
473.2028,22,34,11,0,0,0,0
499.1093,21,24,14,0,0,0,0
513.1978,24,34,12,0,0,0,0
533.2029,27,34,11,0,0,0,0
373.1657,21,26,6,0,0,0,0
461.0937,18,22,14,0,0,0,0
331.1398,15,24,8,0,0,0,0
358.162,15,25,7,3,0,0,0
673.2198,26,42,20,0,0,0,0
461.2028,21,34,11,0,0,0,0
511.2185,25,36,11,0,0,0,0
549.2342,28,38,11,0,0,0,0
513.1614,23,30,13,0,0,0,0
467.0467,19,16,14,0,0,0,0
615.2142,24,40,18,0,0,0,0
329.1606,16,26,7,0,0,0,0
331.1035,14,20,9,0,0,0,0
567.2084,27,36,13,0,0,0,0
491.2286,26,36,9,0,0,0,0
479.1406,19,28,14,0,0,0,0
325.0929,15,18,8,0,0,0,0
495.2236,25,36,10,0,0,0,0
521.1664,25,30,12,0,0,0,0
389.0514,18,14,10,0,0,0,0
327.0721,14,16,9,0,0,0,0
559.188,21,36,17,0,0,0,0
527.177,24,32,13,0,0,0,0
371.0256,14,12,12,0,0,0,0
357.1919,18,30,7,0,0,0,0
407.2075,22,32,7,0,0,0,0
445.1504,23,26,9,0,0,0,0
453.213,23,34,9,0,0,0,0
489.1766,25,30,10,0,0,0,0
386.1569,16,25,8,3,0,0,0
487.1094,20,24,14,0,0,0,0
539.177,25,32,13,0,0,0,0
351.1297,14,24,10,0,0,0,0
519.1872,26,32,11,0,0,0,0
407.0256,17,12,12,0,0,0,0
495.1144,22,24,13,0,0,0,0
505.1715,25,30,11,0,0,0,0
445.1868,24,30,8,0,0,0,0
325.1293,16,22,7,0,0,0,0
481.0624,20,18,14,0,0,0,0
449.0725,20,18,12,0,0,0,0
403.0916,13,24,12,0,1,0,0
283.2643,18,36,2,0,0,0,0
447.1872,20,32,11,0,0,0,0
372.1412,15,23,8,3,0,0,0
388.1726,16,27,8,3,0,0,0
327.1449,16,24,7,0,0,0,0
539.2134,26,36,12,0,0,0,0
441.213,22,34,9,0,0,0,0
365.1453,15,26,10,0,0,0,0
613.1986,24,38,18,0,0,0,0
361.1657,20,26,6,0,0,0,0
356.1463,15,23,7,3,0,0,0
485.2028,23,34,11,0,0,0,0
497.0937,21,22,14,0,0,0,0
429.213,21,34,9,0,0,0,0
373.1293,20,22,7,0,0,0,0
421.1715,18,30,11,0,0,0,0
363.0358,16,12,10,0,0,0,0
391.0307,17,12,11,0,0,0,0
507.1508,24,28,12,0,0,0,0
370.162,16,25,7,3,0,0,0
445.2079,21,34,10,0,0,0,0
417.213,20,34,9,0,0,0,0
553.2291,27,38,12,0,0,0,0
487.1821,22,32,12,0,0,0,0
537.2341,27,38,11,0,0,0,0
387.145,21,24,7,0,0,0,0
525.1614,24,30,13,0,0,0,0
403.0671,19,16,10,0,0,0,0
507.2236,26,36,10,0,0,0,0
487.1457,21,28,13,0,0,0,0
481.0988,21,22,13,0,0,0,0
491.1559,24,28,11,0,0,0,0
363.1813,20,28,6,0,0,0,0
461.1301,19,26,13,0,0,0,0
417.1919,23,30,7,0,0,0,0
388.1362,15,23,9,3,0,0,0
437.0361,18,14,13,0,0,0,0
465.0674,20,18,13,0,0,0,0
375.1813,21,28,6,0,0,0,0
431.1348,22,24,9,0,0,0,0
493.1352,23,26,12,0,0,0,0
419.062,19,16,11,0,0,0,0
475.161,24,28,10,0,0,0,0
347.1348,15,24,9,0,0,0,0
441.1613,17,30,13,0,0,0,0
519.2235,27,36,10,0,0,0,0
457.2079,22,34,10,0,0,0,0
509.1512,20,30,15,0,0,0,0
395.1559,16,28,11,0,0,0,0
451.0518,19,16,13,0,0,0,0
511.1457,23,28,13,0,0,0,0
461.1664,20,30,12,0,0,0,0
355.0307,14,12,11,0,0,0,0
417.1191,21,22,9,0,0,0,0
447.1508,19,28,12,0,0,0,0
461.1453,23,26,10,0,0,0,0
389.0878,19,18,9,0,0,0,0
401.1606,22,26,7,0,0,0,0
421.0413,18,14,12,0,0,0,0
485.1875,19,34,14,0,0,0,0
447.2024,24,32,8,0,0,0,0
455.0467,18,16,14,0,0,0,0
358.1984,16,29,6,3,0,0,0
475.1821,21,32,12,0,0,0,0
347.0984,14,20,10,0,0,0,0
443.0467,17,16,14,0,0,0,0
329.0878,14,18,9,0,0,0,0
475.1974,25,32,9,0,0,0,0
361.0929,18,18,8,0,0,0,0
337.0929,16,18,8,0,0,0,0
497.2029,24,34,11,0,0,0,0
535.2185,27,36,11,0,0,0,0
449.1089,21,22,11,0,0,0,0
351.0358,15,12,10,0,0,0,0
477.213,25,34,9,0,0,0,0
485.0937,20,22,14,0,0,0,0
551.2134,27,36,12,0,0,0,0
479.1195,22,24,12,0,0,0,0
435.0569,19,16,12,0,0,0,0
405.0463,18,14,11,0,0,0,0
463.1093,18,24,14,0,0,0,0
431.1711,23,28,8,0,0,0,0
601.1985,23,38,18,0,0,0,0
349.0929,17,18,8,0,0,0,0
449.0937,17,22,14,0,0,0,0
483.078,20,20,14,0,0,0,0
341.1606,17,26,7,0,0,0,0
463.1246,22,24,11,0,0,0,0
411.1508,16,28,12,0,0,0,0
473.0937,19,22,14,0,0,0,0
497.13,22,26,13,0,0,0,0
375.0722,18,16,9,0,0,0,0
469.2079,23,34,10,0,0,0,0
525.1978,25,34,12,0,0,0,0
499.1458,22,28,13,0,0,0,0
477.1403,23,26,11,0,0,0,0
402.1518,16,25,9,3,0,0,0
329.1242,15,22,8,0,0,0,0
521.2028,26,34,11,0,0,0,0
423.1508,17,28,12,0,0,0,0
627.1779,24,36,19,0,0,0,0
445.0624,17,18,14,0,0,0,0
537.1978,26,34,12,0,0,0,0
447.1296,22,24,10,0,0,0,0
459.078,18,20,14,0,0,0,0
403.1034,20,20,9,0,0,0,0
435.1508,18,28,12,0,0,0,0
433.114,21,22,10,0,0,0,0
465.213,24,34,9,0,0,0,0
659.2041,25,40,20,0,0,0,0
469.0624,19,18,14,0,0,0,0
523.1821,25,32,12,0,0,0,0
499.1821,23,32,12,0,0,0,0
523.2185,26,36,11,0,0,0,0
379.161,16,28,10,0,0,0,0
341.0514,14,14,10,0,0,0,0
435.2024,23,32,8,0,0,0,0
449.1301,18,26,13,0,0,0,0
505.2079,26,34,10,0,0,0,0
571.188,22,36,17,0,0,0,0
374.1569,15,25,8,3,0,0,0
473.1301,20,26,13,0,0,0,0
369.1919,19,30,7,0,0,0,0
479.1042,18,24,15,0,0,0,0
465.1039,21,22,12,0,0,0,0
599.1829,23,36,18,0,0,0,0
407.1558,17,28,11,0,0,0,0
391.161,17,28,10,0,0,0,0
419.0831,16,20,13,0,0,0,0
372.1776,16,27,7,3,0,0,0
339.0722,15,16,9,0,0,0,0
459.1872,21,32,11,0,0,0,0
467.0831,20,20,13,0,0,0,0
419.0984,20,20,10,0,0,0,0
509.1664,24,30,12,0,0,0,0
481.2079,24,34,10,0,0,0,0
363.1297,15,24,10,0,0,0,0
435.0933,20,20,11,0,0,0,0
323.0984,12,20,10,0,0,0,0
383.0256,15,12,12,0,0,0,0
433.1351,18,26,12,0,0,0,0
433.0988,17,22,13,0,0,0,0
485.1301,21,26,13,0,0,0,0
401.0362,15,14,13,0,0,0,0
511.1821,24,32,12,0,0,0,0
451.0882,20,20,12,0,0,0,0
493.2079,25,34,10,0,0,0,0
381.1402,15,26,11,0,0,0,0
423.2024,22,32,8,0,0,0,0
339.1449,17,24,7,0,0,0,0
459.1144,19,24,13,0,0,0,0
337.1293,17,22,7,0,0,0,0
509.2028,25,34,11,0,0,0,0
491.1923,25,32,10,0,0,0,0
425.0362,17,14,13,0,0,0,0
483.1144,21,24,13,0,0,0,0
471.078,19,20,14,0,0,0,0
457.0624,18,18,14,0,0,0,0
431.1923,20,32,10,0,0,0,0
583.188,23,36,17,0,0,0,0
453.1613,18,30,13,0,0,0,0
511.1668,20,32,15,0,0,0,0
377.0514,17,14,10,0,0,0,0
361.1293,19,22,7,0,0,0,0
355.1762,18,28,7,0,0,0,0
405.1919,22,30,7,0,0,0,0
327.1085,15,20,8,0,0,0,0
403.1973,19,32,9,0,0,0,0
513.1825,20,34,15,0,0,0,0
395.0256,16,12,12,0,0,0,0
461.1817,24,30,9,0,0,0,0
403.1762,22,28,7,0,0,0,0
345.1555,16,26,8,0,0,0,0
447.1144,18,24,13,0,0,0,0
427.1457,16,28,13,0,0,0,0
463.1973,24,32,9,0,0,0,0
379.0307,16,12,11,0,0,0,0
405.1766,18,30,10,0,0,0,0
345.0827,14,18,10,0,0,0,0
495.1508,23,28,12,0,0,0,0
473.1665,21,30,12,0,0,0,0
363.0722,17,16,9,0,0,0,0
507.1872,25,32,11,0,0,0,0
411.2024,21,32,8,0,0,0,0
419.1559,18,28,11,0,0,0,0
471.1872,22,32,11,0,0,0,0
421.0776,19,18,11,0,0,0,0
497.1664,23,30,12,0,0,0,0
437.0725,19,18,12,0,0,0,0
403.0518,15,16,13,0,0,0,0
351.0722,16,16,9,0,0,0,0
495.1355,19,28,15,0,0,0,0
631.2092,24,40,19,0,0,0,0
453.0675,19,18,13,0,0,0,0
375.0569,14,16,12,0,0,0,0
393.1919,21,30,7,0,0,0,0
413.0362,16,14,13,0,0,0,0
439.0518,18,16,13,0,0,0,0
485.1665,22,30,12,0,0,0,0
471.1144,20,24,13,0,0,0,0
391.0671,18,16,10,0,0,0,0
349.1293,18,22,7,0,0,0,0
375.1086,19,20,8,0,0,0,0
469.0988,20,22,13,0,0,0,0
495.1872,24,32,11,0,0,0,0
459.1508,20,28,12,0,0,0,0
417.1555,22,26,8,0,0,0,0
493.1716,24,30,11,0,0,0,0
381.1919,20,30,7,0,0,0,0
373.0413,14,14,12,0,0,0,0
457.0987,19,22,13,0,0,0,0
447.1661,23,28,9,0,0,0,0
433.1868,23,30,8,0,0,0,0
389.1242,20,22,8,0,0,0,0
445.0988,18,22,13,0,0,0,0
399.2024,20,32,8,0,0,0,0
405.0827,19,18,10,0,0,0,0
439.1973,22,32,9,0,0,0,0
421.1351,17,26,12,0,0,0,0
359.1712,17,28,8,0,0,0,0
529.1775,20,34,16,0,0,0,0
477.1766,24,30,10,0,0,0,0
419.1195,17,24,12,0,0,0,0
629.1936,24,38,19,0,0,0,0
343.0671,14,16,10,0,0,0,0
445.1352,19,26,12,0,0,0,0
415.1974,20,32,9,0,0,0,0
481.1563,19,30,14,0,0,0,0
483.172,19,32,14,0,0,0,0
431.0831,17,20,13,0,0,0,0
357.0463,14,14,11,0,0,0,0
483.1872,23,32,11,0,0,0,0
481.1352,22,26,12,0,0,0,0
345.1191,15,22,9,0,0,0,0
361.0776,14,18,11,0,0,0,0
451.1973,23,32,9,0,0,0,0
367.0307,15,12,11,0,0,0,0
353.0514,15,14,10,0,0,0,0
389.1606,21,26,7,0,0,0,0
341.1089,12,22,11,0,0,0,0
321.0827,12,18,10,0,0,0,0
457.1562,17,30,14,0,0,0,0
365.0514,16,14,10,0,0,0,0
569.1723,22,34,17,0,0,0,0
443.1923,21,32,10,0,0,0,0
367.1762,19,28,7,0,0,0,0
389.1817,18,30,9,0,0,0,0
617.1935,23,38,19,0,0,0,0
393.1402,16,26,11,0,0,0,0
435.1144,17,24,13,0,0,0,0
341.0878,15,18,9,0,0,0,0
587.1829,22,36,18,0,0,0,0
455.0831,19,20,13,0,0,0,0
467.1923,23,32,10,0,0,0,0
339.1085,16,20,8,0,0,0,0
379.1246,15,24,11,0,0,0,0
479.1923,24,32,10,0,0,0,0
483.1508,22,28,12,0,0,0,0
377.0878,18,18,9,0,0,0,0
557.1723,21,34,17,0,0,0,0
405.1402,17,26,11,0,0,0,0
471.1508,21,28,12,0,0,0,0
353.1606,18,26,7,0,0,0,0
467.1195,21,24,12,0,0,0,0
427.1974,21,32,9,0,0,0,0
375.145,20,24,7,0,0,0,0
403.1399,21,24,8,0,0,0,0
361.114,15,22,10,0,0,0,0
417.1766,19,30,10,0,0,0,0
479.1559,23,28,11,0,0,0,0
445.1715,20,30,11,0,0,0,0
417.0675,16,18,13,0,0,0,0
463.161,23,28,10,0,0,0,0
455.1923,22,32,10,0,0,0,0
423.0569,18,16,12,0,0,0,0
409.0412,17,14,12,0,0,0,0
377.109,15,22,11,0,0,0,0
375.1661,17,28,9,0,0,0,0
471.1719,18,32,14,0,0,0,0
433.1504,22,26,9,0,0,0,0
453.1038,20,22,12,0,0,0,0
441.0675,18,18,13,0,0,0,0
351.1449,18,24,7,0,0,0,0
407.062,18,16,11,0,0,0,0
427.0518,17,16,13,0,0,0,0
393.0463,17,14,11,0,0,0,0
391.1762,21,28,7,0,0,0,0
443.0831,18,20,13,0,0,0,0
431.1195,18,24,12,0,0,0,0
449.1817,23,30,9,0,0,0,0
481.1715,23,30,11,0,0,0,0
377.1453,16,26,10,0,0,0,0
421.0988,16,22,13,0,0,0,0
343.1035,15,20,9,0,0,0,0
503.1617,18,32,16,0,0,0,0
391.1035,19,20,9,0,0,0,0
431.1559,19,28,11,0,0,0,0
385.1868,19,30,8,0,0,0,0
449.1453,22,26,10,0,0,0,0
469.1351,21,26,12,0,0,0,0
663.199,24,40,21,0,0,0,0
421.1868,22,30,8,0,0,0,0
363.1086,18,20,8,0,0,0,0
391.1246,16,24,11,0,0,0,0
647.2041,24,40,20,0,0,0,0
341.1242,16,22,8,0,0,0,0
419.1712,22,28,8,0,0,0,0
415.0518,16,16,13,0,0,0,0
457.1715,21,30,11,0,0,0,0
359.062,14,16,11,0,0,0,0
429.0674,17,18,13,0,0,0,0
439.0882,19,20,12,0,0,0,0
343.1399,16,24,8,0,0,0,0
379.0671,17,16,10,0,0,0,0
417.1039,17,22,12,0,0,0,0
385.0413,15,14,12,0,0,0,0
363.1449,19,24,7,0,0,0,0
389.0726,15,18,12,0,0,0,0
351.1086,17,20,8,0,0,0,0
465.1402,22,26,11,0,0,0,0
469.1715,22,30,11,0,0,0,0
391.0882,15,20,12,0,0,0,0
451.1246,21,24,11,0,0,0,0
437.1089,20,22,11,0,0,0,0
615.1778,23,36,19,0,0,0,0
457.1352,20,26,12,0,0,0,0
455.1195,20,24,12,0,0,0,0
379.1762,20,28,7,0,0,0,0
409.1351,16,26,12,0,0,0,0
419.1348,21,24,9,0,0,0,0
353.1089,13,22,11,0,0,0,0
361.1504,16,26,9,0,0,0,0
465.1766,23,30,10,0,0,0,0
365.1089,14,22,11,0,0,0,0
585.1673,22,34,18,0,0,0,0
365.1606,19,26,7,0,0,0,0
423.0933,19,20,11,0,0,0,0
409.1868,21,30,8,0,0,0,0
443.1195,19,24,12,0,0,0,0
353.0878,16,18,9,0,0,0,0
389.1453,17,26,10,0,0,0,0
643.1728,24,36,20,0,0,0,0
437.1817,22,30,9,0,0,0,0
351.0569,12,16,12,0,0,0,0
633.1885,23,38,20,0,0,0,0
407.1195,16,24,12,0,0,0,0
437.13,17,26,13,0,0,0,0
421.114,20,22,10,0,0,0,0
359.0984,15,20,10,0,0,0,0
435.1297,21,24,10,0,0,0,0
397.0413,16,14,12,0,0,0,0
381.0464,16,14,11,0,0,0,0
425.0726,18,18,12,0,0,0,0
389.1089,16,22,11,0,0,0,0
397.1351,15,26,12,0,0,0,0
393.0827,18,18,10,0,0,0,0
365.0878,17,18,9,0,0,0,0
467.1559,22,28,11,0,0,0,0
355.0671,15,16,10,0,0,0,0
465.125,18,26,14,0,0,0,0
417.1402,18,26,11,0,0,0,0
439.1457,17,28,13,0,0,0,0
403.161,18,28,10,0,0,0,0
429.1766,20,30,10,0,0,0,0
405.1191,20,22,9,0,0,0,0
363.0933,14,20,11,0,0,0,0
375.0933,15,20,11,0,0,0,0
453.1766,22,30,10,0,0,0,0
441.1038,19,22,12,0,0,0,0
403.1246,17,24,11,0,0,0,0
443.1559,20,28,11,0,0,0,0
525.1461,20,30,16,0,0,0,0
367.1246,14,24,11,0,0,0,0
357.1555,17,26,8,0,0,0,0
377.1606,20,26,7,0,0,0,0
441.1766,21,30,10,0,0,0,0
405.1515,16,26,10,2,0,0,0
387.0569,15,16,12,0,0,0,0
573.1673,21,34,18,0,0,0,0
403.0882,16,20,12,0,0,0,0
357.0827,15,18,10,0,0,0,0
429.1038,18,22,12,0,0,0,0
499.1668,19,32,15,0,0,0,0
407.0984,19,20,10,0,0,0,0
401.1817,19,30,9,0,0,0,0
409.0776,18,18,11,0,0,0,0
497.1512,19,30,15,0,0,0,0
435.1661,22,28,9,0,0,0,0
369.0675,12,18,13,0,0,0,0
367.0671,16,16,10,0,0,0,0
369.0463,15,14,11,0,0,0,0
411.0569,17,16,12,0,0,0,0
511.1305,19,28,16,0,0,0,0
425.1817,21,30,9,0,0,0,0
451.1609,22,28,10,0,0,0,0
397.1868,20,30,8,0,0,0,0
413.1301,15,26,13,0,0,0,0
545.1724,20,34,17,0,0,0,0
455.1559,21,28,11,0,0,0,0
377.1242,19,22,8,0,0,0,0
453.1402,21,26,11,0,0,0,0
589.1622,21,34,19,0,0,0,0
659.1677,24,36,21,0,0,0,0
353.1242,17,22,8,0,0,0,0
395.062,17,16,11,0,0,0,0
427.0882,18,20,12,0,0,0,0
405.1555,21,26,8,0,0,0,0
355.1399,17,24,8,0,0,0,0
371.1712,18,28,8,0,0,0,0
429.1402,19,26,11,0,0,0,0
359.1348,16,24,9,0,0,0,0
645.1885,24,38,20,0,0,0,0
375.1297,16,24,10,0,0,0,0
415.0882,17,20,12,0,0,0,0
541.1774,21,34,16,0,0,0,0
387.1661,18,28,9,0,0,0,0
631.1728,23,36,20,0,0,0,0
373.0777,15,18,11,0,0,0,0
677.1782,24,38,22,0,0,0,0
679.1939,24,40,22,0,0,0,0
379.1035,18,20,9,0,0,0,0
413.1817,20,30,9,0,0,0,0
383.1712,19,28,8,0,0,0,0
373.1504,17,26,9,0,0,0,0
391.1399,20,24,8,0,0,0,0
355.1035,16,20,9,0,0,0,0
365.0726,13,18,12,0,0,0,0
405.1038,16,22,12,0,0,0,0
439.1246,20,24,11,0,0,0,0
541.1411,20,30,17,0,0,0,0
371.062,15,16,11,0,0,0,0
441.1402,20,26,11,0,0,0,0
407.1711,21,28,8,0,0,0,0
413.0725,17,18,12,0,0,0,0
401.0725,16,18,12,0,0,0,0
357.1191,16,22,9,0,0,0,0
415.161,19,28,10,0,0,0,0
381.0827,17,18,10,0,0,0,0
399.0569,16,16,12,0,0,0,0
415.1246,18,24,11,0,0,0,0
515.1618,19,32,16,0,0,0,0
365.1242,18,22,8,0,0,0,0
425.1089,19,22,11,0,0,0,0
439.161,21,28,10,0,0,0,0
481.1199,18,26,15,0,0,0,0
383.062,16,16,11,0,0,0,0
387.0933,16,20,11,0,0,0,0
527.1617,20,32,16,0,0,0,0
387.1297,17,24,10,0,0,0,0
437.1453,21,26,10,0,0,0,0
601.1622,22,34,19,0,0,0,0
423.166,21,28,9,0,0,0,0
469.1563,18,30,14,0,0,0,0
561.1673,20,34,18,0,0,0,0
421.1504,21,26,9,0,0,0,0
401.1089,17,22,11,0,0,0,0
425.1301,16,26,13,0,0,0,0
603.1778,22,36,19,0,0,0,0
427.1246,19,24,11,0,0,0,0
393.1038,15,22,12,0,0,0,0
385.0776,16,18,11,0,0,0,0
373.114,16,22,10,0,0,0,0
423.1297,20,24,10,0,0,0,0
427.161,20,28,10,0,0,0,0
411.0933,18,20,11,0,0,0,0
367.1035,17,20,9,0,0,0,0
369.1555,18,26,8,0,0,0,0
397.0776,17,18,11,0,0,0,0
395.1711,20,28,8,0,0,0,0
401.1453,18,26,10,0,0,0,0
369.0827,16,18,10,0,0,0,0
395.0984,18,20,10,0,0,0,0
393.1191,19,22,9,0,0,0,0
467.1406,18,28,14,0,0,0,0
381.1555,19,26,8,0,0,0,0
371.0984,16,20,10,0,0,0,0
661.1833,24,38,21,0,0,0,0
413.1089,18,22,11,0,0,0,0
379.1399,19,24,8,0,0,0,0
371.1348,17,24,9,0,0,0,0
407.1347,20,24,9,0,0,0,0
385.1504,18,26,9,0,0,0,0
367.1398,18,24,8,0,0,0,0
399.166,19,28,9,0,0,0,0
393.1555,20,26,8,0,0,0,0
409.114,19,22,10,0,0,0,0
413.1453,19,26,10,0,0,0,0
383.0984,17,20,10,0,0,0,0
425.1453,20,26,10,0,0,0,0
399.0933,17,20,11,0,0,0,0
411.166,20,28,9,0,0,0,0
385.114,17,22,10,0,0,0,0
381.1191,18,22,9,0,0,0,0
395.1195,15,24,12,0,0,0,0
369.1191,17,22,9,0,0,0,0
409.1504,20,26,9,0,0,0,0
383.1348,18,24,9,0,0,0,0
543.1567,20,32,17,0,0,0,0
423.1144,16,24,13,0,0,0,0
513.1461,19,30,16,0,0,0,0
411.1297,19,24,10,0,0,0,0
397.114,18,22,10,0,0,0,0
399.1297,18,24,10,0,0,0,0
397.1504,19,26,9,0,0,0,0
439.1093,16,24,14,0,0,0,0
339.0933,12,20,11,0,0,0,0
395.1348,19,24,9,0,0,0,0
409.0988,15,22,13,0,0,0,0
455.1406,17,28,14,0,0,0,0
529.141,19,30,17,0,0,0,0
441.125,16,26,14,0,0,0,0
497.1148,18,26,16,0,0,0,0
559.1516,20,32,18,0,0,0,0
383.1195,14,24,12,0,0,0,0
453.125,17,26,14,0,0,0,0
485.1512,18,30,15,0,0,0,0
429.125,15,26,14,0,0,0,0
519.1567,18,32,17,0,0,0,0
483.1356,18,28,15,0,0,0,0
411.1144,15,24,13,0,0,0,0
469.1199,17,26,15,0,0,0,0
381.1039,14,22,12,0,0,0,0
355.0882,12,20,12,0,0,0,0
397.0988,14,22,13,0,0,0,0
427.1093,15,24,14,0,0,0,0
515.1254,18,28,17,0,0,0,0
501.1461,18,30,16,0,0,0,0
499.1305,18,28,16,0,0,0,0
471.1355,17,28,15,0,0,0,0
517.141,18,30,17,0,0,0,0
